Provience,hrefs_prov,cities,hrefs_city,address,hrefs_site,Has WiFi,Catering Available,Dine In,Take Out,Dine-In Sunday,Dine-In Monday,Dine-In Tuesday,Dine-In Wednesday,Dine-In Thursday,Dine-In Friday,Dine-In Saturday,Drive-Thru Sunday,Drive-Thru Monday,Drive-Thru Tuesday,Drive-Thru Wednesday,Drive-Thru Thursday,Drive-Thru Friday,Drive-Thru Saturday,lat,lng
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1204 Kensington Road Nw, Calgary AB T2N 3P5 ",https://locations.timhortons.ca/en/ab/calgary/1204-kensington-road-nw,No,No,No,Yes,Closed,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,6:00 AM - 5:00 PM,8:00 AM - 4:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,51.05277678046971,-114.08908257916993
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1211 12th Ave Sw, Calgary AB T3C 3S7 ",https://locations.timhortons.ca/en/ab/calgary/1211-12th-ave-sw,Yes,No,Yes,Yes,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,51.04203168351299,-114.08960502319485
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  12580 Symons Valley Rd Nw, Calgary AB T3P 0A3 ",https://locations.timhortons.ca/en/ab/calgary/12580-symons-valley-rd-nw,Yes,No,Yes,Yes,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,5:00 AM - 9:30 PM,51.166716013647005,-114.12941788981176
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1301 16th Ave Nw, Calgary AB T2M 0L4 ",https://locations.timhortons.ca/en/ab/calgary/1301-16th-ave-nw,Yes,No,Yes,Yes,7:00 AM - 11:00 PM,Closed,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,Closed,7:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.06666949161638,-114.08977827713349
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1301 16th Ave Nw, Calgary AB T2M 0L4 ",https://locations.timhortons.ca/en/ab/calgary/1301-16th-ave-nw,Yes,No,Yes,Yes,7:00 AM - 11:00 PM,Closed,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,Closed,7:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.06666949161638,-114.08977827713349
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1301 16th Ave Nw - Cenovus Bldg, Calgary AB T2M 0L4 ",https://locations.timhortons.ca/en/ab/calgary/1301-16th-ave-nw-cenovus-bldg,No,No,Yes,Yes,Closed,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,7:00 AM - 3:00 PM,Closed,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,51.06666949161638,-114.08977827713349
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1341 32nd Ave Ne, Calgary AB T2E 7Z5 ",https://locations.timhortons.ca/en/ab/calgary/1341-32nd-ave-ne,Yes,Yes,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,51.08130442028926,-114.02555043530909
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  13615 Bonaventure Dr, Calgary AB T2J 6W5 ",https://locations.timhortons.ca/en/ab/calgary/13615-bonaventure-dr,No,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,50.93055421529829,-114.06337402484537
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1440 52nd St Ne, Unit 550, Calgary AB T2A 4T8 ",https://locations.timhortons.ca/en/ab/calgary/1440-52nd-st-ne,Yes,No,Yes,Yes,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,51.06333869093254,-113.95807452218517
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  151 Copperpond Blvd Se, Unit 201, Calgary AB T2Z 0Z7 ",https://locations.timhortons.ca/en/ab/calgary/151-copperpond-blvd-se,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,50.92347188430068,-113.93206011221375
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1510-7 Mahogany Plaza Se, Calgary AB T2M 0T7 ",https://locations.timhortons.ca/en/ab/calgary/1510-7-mahogany-plaza-se,No,Yes,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,6:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,6:00 AM - 11:00 PM,50.89759451844617,-113.94061233566171
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  15150 Mount Mckenzie Dr Se, Calgary AB T2Z 2L4 ",https://locations.timhortons.ca/en/ab/calgary/15150-mount-mckenzie-dr-se,No,No,No,Yes,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,50.91718709139022,-113.98087028133723
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  152 5303 68th Ave, Calgary AB T2P 3K4 ",https://locations.timhortons.ca/en/ab/calgary/152-5303-68th-ave,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,50.99395329644622,-113.9573547681595
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  15425 Bannister Rd, Unit 30, Calgary AB T2X 3E9 ",https://locations.timhortons.ca/en/ab/calgary/15425-bannister-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,50.914620887914026,-114.06600518807117
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1632 14th Ave Nw, Calgary AB T2N 1M7 ",https://locations.timhortons.ca/en/ab/calgary/1632-14th-ave-nw,No,No,Yes,Yes,10:00 AM - 5:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,7:00 AM - 8:00 PM,8:00 AM - 6:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,51.06468968608635,-114.09917271421253
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1715 70 Street Se, Calgary AB T1X 0L4 ",https://locations.timhortons.ca/en/ab/calgary/1715-70-street-se,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,51.041134736054175,-113.88796099177002
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  177 Country Hills Blvd Nw, Unit 238, Calgary AB T3K 4W4 ",https://locations.timhortons.ca/en/ab/calgary/177-country-hills-blvd-nw-unit-238,Yes,Yes,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,51.14875221212802,-114.07255086771796
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  1820b Uxbridge Rd Nw, Calgary AB T2N 3Z1 ",https://locations.timhortons.ca/en/ab/calgary/1820b-uxbridge-rd-nw,No,Yes,No,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,51.06984355670837,-114.12931618140435
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  200-10233 Elbow Dr Sw, Unit 200, Calgary AB T2W 1E8 ",https://locations.timhortons.ca/en/ab/calgary/200-10233-elbow-dr-sw,Yes,No,Yes,Yes,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,50.9619845081875,-114.08500000559026
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2000 Airport Rd Ne, Calgary International Airport, Calgary AB T2E 6W5 ",https://locations.timhortons.ca/en/ab/calgary/calgary-international-airport-200-airport-rd-ne,Yes,No,No,Yes,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.13068258908143,-114.00907136220907
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2000 Airport Rd. Ne, Calgary International Airport, Calgary AB T2E 6W5 ",https://locations.timhortons.ca/en/ab/calgary/calgary-international-airport,Yes,No,No,Yes,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.13068258908143,-114.00907136220907
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2000 Airport Road Ne, Calgary AB T2E 6W5 ",https://locations.timhortons.ca/en/ab/calgary/2000-airport-road-ne,No,No,No,No,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,51.13068258908143,-114.00907136220907
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2016 Airport Road Ne, #201ac, Calgary AB T2E 6W5 ",https://locations.timhortons.ca/en/ab/calgary/2016-airport-road-ne,No,No,No,Yes,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,4:00 AM - 9:00 PM,5:00 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,51.1316387398872,-114.00376200412505
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2021 Pegasus Rd Ne, Calgary AB T2E 8C3 ",https://locations.timhortons.ca/en/ab/calgary/2021-pegasus-rd-ne,Yes,Yes,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.09397349930089,-114.01073106285685
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2045 Symons Valley Parkway, Calgary AB T3P 0Y2 ",https://locations.timhortons.ca/en/ab/calgary/2045-symons-valley-parkway,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,51.17418361882409,-114.10762997069752
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  222 205 5th Ave Sw, Calgary AB T2P 2V7 ",https://locations.timhortons.ca/en/ab/calgary/222-205-5th-ave-sw,No,No,Yes,Yes,Closed,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,6:00 AM - 3:00 PM,Closed,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,51.048340616304586,-114.06592748782873
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  225 7th Ave Sw, Unit 165, Calgary AB T2P 2W3 ",https://locations.timhortons.ca/en/ab/calgary/225-7th-ave-sw,No,No,Yes,Yes,Closed,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 5:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.04633750908371,-114.06757629200237
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2335 162nd Ave Sw, Calgary AB T2Y 4S6 ",https://locations.timhortons.ca/en/ab/calgary/2335-162nd-ave-sw,Yes,No,Yes,Yes,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,50.90650678654504,-114.11211403743928
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  240 16th Ave Ne, Calgary AB T2E 1J8 ",https://locations.timhortons.ca/en/ab/calgary/240-16th-ave-ne,No,No,No,Yes,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,51.067109415804566,-114.05715079701373
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  240 4 Ave Sw, 229, Calgary AB T2P 4H4 ",https://locations.timhortons.ca/en/ab/calgary/240-4th-ave-sw,No,No,No,Yes,Closed,6:30 AM - 3:30 PM,6:30 AM - 3:30 PM,6:30 AM - 3:30 PM,6:30 AM - 3:30 PM,6:30 AM - 3:00 PM,Closed,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,51.04990451179907,-114.0671545146346
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2443 54th Avenue Sw, Calgary AB T3E 1M8 ",https://locations.timhortons.ca/en/ab/calgary/2443-54th-avenue-sw,Yes,No,Yes,Yes,8:00 AM - 6:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,51.00342224864448,-114.107834489135
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2520 52 St Ne, Calgary AB T1Y 3R5 ",https://locations.timhortons.ca/en/ab/calgary/2520-52-st-ne,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.074638586060445,-113.9581228857665
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  25238 Twp Rd 254a, 254a, Calgary AB T3L 2P9 ",https://locations.timhortons.ca/en/ab/calgary/25238-twp-rd-254a,No,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,51.15503201780609,-114.27864200169158
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2525 Woodview Dr Sw, Calgary AB T2W 4N4 ",https://locations.timhortons.ca/en/ab/calgary/2525-woodview-dr-sw,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,4:00 AM - 8:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 10:00 PM,4:00 AM - 8:00 PM,50.94104182018947,-114.11943143891145
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  255 East Hills Blvd Se, Calgary AB T2A 4X7 ",https://locations.timhortons.ca/en/ab/calgary/255-east-hills-blvd-se,No,No,Yes,Yes,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,51.04009709835057,-113.9120861207657
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2550 Country Hills Blvd, Calgary AB T3N 1A6 ",https://locations.timhortons.ca/en/ab/calgary/2550-country-hills-blvd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,51.154572982878705,-113.99939277861239
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2616 39th Ave Ne, Calgary AB T1Y 7J9 ",https://locations.timhortons.ca/en/ab/calgary/2616-39th-ave-ne,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,51.08877298938518,-113.9993803733957
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  2681 Sunridge Way Ne, Calgary AB T1Y 7K7 ",https://locations.timhortons.ca/en/ab/calgary/2681-sunridge-way-ne,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,51.072561718091634,-114.00077026058024
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  28 - Oki Dr Nw, Calgary AB T3B 6A8 ",https://locations.timhortons.ca/en/ab/calgary/28-oki-dr-nw,No,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,51.07431458359321,-114.14778766881106
 Alberta ,https://locations.timhortons.ca/en/locations-list/ab, Calgary ,https://locations.timhortons.ca/en/locations-list/ab/calgary,"  303 Shawville Blvd Se, Unit 400, Calgary AB T2Y 2Z3 ",https://locations.timhortons.ca/en/ab/calgary/303-shawville-blvd-se,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,50.90029818513443,-114.06404290071877
